total_gold_earned_0, 60119
total_gold_spent_0, 54285
total_baron_kills_0, 0
total_dragon_kills_0, 4
total_inhibitor_kils_0, 3
total_kills_0, 47
total_deaths_0, 21
total_damage_dealt_to_champions_0, 102780
total_damage_dealt_to_objectives_0, 68034
total_damage_taken_0, 120314
average_vision_score_0, 24
total_wards_placed_0, 50
average_creep_score_0, 119
average_champion_experience_0, 14008
dmg_carry_0, 57
obj_carry_0, 57
team_comp_0_champ_1, Maokai
team_comp_0_champ_2, Kindred
team_comp_0_champ_3, Yasuo
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Janna
total_gold_earned_1, 47802
total_gold_spent_1, 45485
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 21
total_deaths_1, 48
total_damage_dealt_to_champions_1, 80076
total_damage_dealt_to_objectives_1, 17376
total_damage_taken_1, 120852
average_vision_score_1, 11
total_wards_placed_1, 30
average_creep_score_1, 109
average_champion_experience_1, 11711
dmg_carry_1, 245
obj_carry_1, 245
team_comp_1_champ_1, Sion
team_comp_1_champ_2, Ekko
team_comp_1_champ_3, Veigar
team_comp_1_champ_4, Twitch
team_comp_1_champ_5, MissFortune
gameLengthMin, 28
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
