total_gold_earned_0, 56445
total_gold_spent_0, 52950
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 34
total_deaths_0, 38
total_damage_dealt_to_champions_0, 84724
total_damage_dealt_to_objectives_0, 41015
total_damage_taken_0, 121207
average_vision_score_0, 28
total_wards_placed_0, 69
average_creep_score_0, 101
average_champion_experience_0, 12209
dmg_carry_0, 103
obj_carry_0, 103
team_comp_0_champ_1, Camille
team_comp_0_champ_2, Kayn
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, Draven
team_comp_0_champ_5, Pyke
total_gold_earned_1, 63533
total_gold_spent_1, 57310
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 3
total_kills_1, 38
total_deaths_1, 34
total_damage_dealt_to_champions_1, 93828
total_damage_dealt_to_objectives_1, 63056
total_damage_taken_1, 112488
average_vision_score_1, 23
total_wards_placed_1, 51
average_creep_score_1, 106
average_champion_experience_1, 14030
dmg_carry_1, 62
obj_carry_1, 62
team_comp_1_champ_1, Riven
team_comp_1_champ_2, Graves
team_comp_1_champ_3, Malzahar
team_comp_1_champ_4, MonkeyKing
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
