total_gold_earned_0, 69567
total_gold_spent_0, 65225
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 47
total_deaths_0, 54
total_damage_dealt_to_champions_0, 119441
total_damage_dealt_to_objectives_0, 31698
total_damage_taken_0, 173310
average_vision_score_0, 31
total_wards_placed_0, 85
average_creep_score_0, 131
average_champion_experience_0, 17293
dmg_carry_0, 45
obj_carry_0, 45
team_comp_0_champ_1, Nasus
team_comp_0_champ_2, Mordekaiser
team_comp_0_champ_3, Veigar
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Morgana
total_gold_earned_1, 77567
total_gold_spent_1, 70855
total_baron_kills_1, 3
total_dragon_kills_1, 5
total_inhibitor_kils_1, 3
total_kills_1, 54
total_deaths_1, 47
total_damage_dealt_to_champions_1, 144151
total_damage_dealt_to_objectives_1, 114538
total_damage_taken_1, 157402
average_vision_score_1, 28
total_wards_placed_1, 58
average_creep_score_1, 118
average_champion_experience_1, 18401
dmg_carry_1, 11
obj_carry_1, 11
team_comp_1_champ_1, Kled
team_comp_1_champ_2, MasterYi
team_comp_1_champ_3, Brand
team_comp_1_champ_4, Kaisa
team_comp_1_champ_5, Yuumi
gameLengthMin, 35
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
