total_gold_earned_0, 44038
total_gold_spent_0, 40925
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 18
total_deaths_0, 40
total_damage_dealt_to_champions_0, 68069
total_damage_dealt_to_objectives_0, 33144
total_damage_taken_0, 109089
average_vision_score_0, 18
total_wards_placed_0, 45
average_creep_score_0, 100
average_champion_experience_0, 10399
dmg_carry_0, 875
obj_carry_0, 875
team_comp_0_champ_1, Sett
team_comp_0_champ_2, Shyvana
team_comp_0_champ_3, Galio
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Senna
total_gold_earned_1, 57818
total_gold_spent_1, 51433
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 39
total_deaths_1, 18
total_damage_dealt_to_champions_1, 83828
total_damage_dealt_to_objectives_1, 65266
total_damage_taken_1, 101544
average_vision_score_1, 27
total_wards_placed_1, 52
average_creep_score_1, 108
average_champion_experience_1, 13490
dmg_carry_1, 120
obj_carry_1, 120
team_comp_1_champ_1, Garen
team_comp_1_champ_2, Hecarim
team_comp_1_champ_3, Gwen
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Maokai
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
