total_gold_earned_0, 62349
total_gold_spent_0, 58145
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 31
total_deaths_0, 37
total_damage_dealt_to_champions_0, 89674
total_damage_dealt_to_objectives_0, 39953
total_damage_taken_0, 150419
average_vision_score_0, 33
total_wards_placed_0, 55
average_creep_score_0, 137
average_champion_experience_0, 13897
dmg_carry_0, 202
obj_carry_0, 202
team_comp_0_champ_1, Sion
team_comp_0_champ_2, Shaco
team_comp_0_champ_3, Sylas
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Brand
total_gold_earned_1, 67387
total_gold_spent_1, 58200
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 1
total_kills_1, 37
total_deaths_1, 31
total_damage_dealt_to_champions_1, 125223
total_damage_dealt_to_objectives_1, 87946
total_damage_taken_1, 125103
average_vision_score_1, 35
total_wards_placed_1, 82
average_creep_score_1, 129
average_champion_experience_1, 16102
dmg_carry_1, 67
obj_carry_1, 67
team_comp_1_champ_1, Jax
team_comp_1_champ_2, Amumu
team_comp_1_champ_3, Lux
team_comp_1_champ_4, Vayne
team_comp_1_champ_5, Morgana
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
