total_gold_earned_0, 35774
total_gold_spent_0, 31075
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 31
total_deaths_0, 8
total_damage_dealt_to_champions_0, 41441
total_damage_dealt_to_objectives_0, 21208
total_damage_taken_0, 42814
average_vision_score_0, 11
total_wards_placed_0, 28
average_creep_score_0, 67
average_champion_experience_0, 7471
dmg_carry_0, 55
obj_carry_0, 55
team_comp_0_champ_1, Sett
team_comp_0_champ_2, Zed
team_comp_0_champ_3, Katarina
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Xerath
total_gold_earned_1, 23847
total_gold_spent_1, 21400
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 8
total_deaths_1, 31
total_damage_dealt_to_champions_1, 25441
total_damage_dealt_to_objectives_1, 5294
total_damage_taken_1, 51282
average_vision_score_1, 6
total_wards_placed_1, 17
average_creep_score_1, 51
average_champion_experience_1, 5475
dmg_carry_1, 711
obj_carry_1, 711
team_comp_1_champ_1, Morgana
team_comp_1_champ_2, Qiyana
team_comp_1_champ_3, Vex
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
