total_gold_earned_0, 68079
total_gold_spent_0, 64558
total_baron_kills_0, 1
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 30
total_deaths_0, 38
total_damage_dealt_to_champions_0, 137375
total_damage_dealt_to_objectives_0, 50418
total_damage_taken_0, 189701
average_vision_score_0, 32
total_wards_placed_0, 60
average_creep_score_0, 162
average_champion_experience_0, 16052
dmg_carry_0, 81
obj_carry_0, 81
team_comp_0_champ_1, Warwick
team_comp_0_champ_2, Udyr
team_comp_0_champ_3, Sion
team_comp_0_champ_4, Ezreal
team_comp_0_champ_5, Pyke
total_gold_earned_1, 70779
total_gold_spent_1, 69120
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 4
total_kills_1, 38
total_deaths_1, 30
total_damage_dealt_to_champions_1, 154138
total_damage_dealt_to_objectives_1, 63591
total_damage_taken_1, 166913
average_vision_score_1, 30
total_wards_placed_1, 68
average_creep_score_1, 138
average_champion_experience_1, 16817
dmg_carry_1, 106
obj_carry_1, 106
team_comp_1_champ_1, Graves
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Volibear
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Soraka
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
