total_gold_earned_0, 51011
total_gold_spent_0, 41275
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 3
total_kills_0, 29
total_deaths_0, 11
total_damage_dealt_to_champions_0, 69151
total_damage_dealt_to_objectives_0, 53389
total_damage_taken_0, 62898
average_vision_score_0, 17
total_wards_placed_0, 39
average_creep_score_0, 96
average_champion_experience_0, 10927
dmg_carry_0, 101
obj_carry_0, 101
team_comp_0_champ_1, TahmKench
team_comp_0_champ_2, Twitch
team_comp_0_champ_3, Yone
team_comp_0_champ_4, Ashe
team_comp_0_champ_5, Xerath
total_gold_earned_1, 33074
total_gold_spent_1, 31350
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 11
total_deaths_1, 29
total_damage_dealt_to_champions_1, 42068
total_damage_dealt_to_objectives_1, 19738
total_damage_taken_1, 85021
average_vision_score_1, 18
total_wards_placed_1, 52
average_creep_score_1, 65
average_champion_experience_1, 7701
dmg_carry_1, 80
obj_carry_1, 80
team_comp_1_champ_1, Riven
team_comp_1_champ_2, Nocturne
team_comp_1_champ_3, Pantheon
team_comp_1_champ_4, Tristana
team_comp_1_champ_5, Lulu
gameLengthMin, 25
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
