total_gold_earned_0, 43126
total_gold_spent_0, 39935
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 21
total_deaths_0, 44
total_damage_dealt_to_champions_0, 66441
total_damage_dealt_to_objectives_0, 11545
total_damage_taken_0, 112053
average_vision_score_0, 18
total_wards_placed_0, 40
average_creep_score_0, 82
average_champion_experience_0, 10155
dmg_carry_0, 131
obj_carry_0, 131
team_comp_0_champ_1, Kled
team_comp_0_champ_2, Diana
team_comp_0_champ_3, Galio
team_comp_0_champ_4, Aphelios
team_comp_0_champ_5, Senna
total_gold_earned_1, 59472
total_gold_spent_1, 54060
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 3
total_kills_1, 44
total_deaths_1, 21
total_damage_dealt_to_champions_1, 93576
total_damage_dealt_to_objectives_1, 80942
total_damage_taken_1, 94041
average_vision_score_1, 18
total_wards_placed_1, 46
average_creep_score_1, 108
average_champion_experience_1, 13416
dmg_carry_1, 157
obj_carry_1, 157
team_comp_1_champ_1, Ornn
team_comp_1_champ_2, Lillia
team_comp_1_champ_3, Yasuo
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Brand
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
