total_gold_earned_0, 82901
total_gold_spent_0, 78300
total_baron_kills_0, 3
total_dragon_kills_0, 2
total_inhibitor_kils_0, 3
total_kills_0, 43
total_deaths_0, 36
total_damage_dealt_to_champions_0, 194054
total_damage_dealt_to_objectives_0, 128537
total_damage_taken_0, 173595
average_vision_score_0, 36
total_wards_placed_0, 77
average_creep_score_0, 150
average_champion_experience_0, 21681
dmg_carry_0, 115
obj_carry_0, 115
team_comp_0_champ_1, Kindred
team_comp_0_champ_2, Udyr
team_comp_0_champ_3, Vex
team_comp_0_champ_4, Ziggs
team_comp_0_champ_5, Renata
total_gold_earned_1, 75241
total_gold_spent_1, 68685
total_baron_kills_1, 0
total_dragon_kills_1, 4
total_inhibitor_kils_1, 0
total_kills_1, 36
total_deaths_1, 43
total_damage_dealt_to_champions_1, 140629
total_damage_dealt_to_objectives_1, 68210
total_damage_taken_1, 230996
average_vision_score_1, 35
total_wards_placed_1, 79
average_creep_score_1, 167
average_champion_experience_1, 19385
dmg_carry_1, 82
obj_carry_1, 82
team_comp_1_champ_1, Mordekaiser
team_comp_1_champ_2, Trundle
team_comp_1_champ_3, Ahri
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Velkoz
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
