total_gold_earned_0, 92365
total_gold_spent_0, 83120
total_baron_kills_0, 1
total_dragon_kills_0, 0
total_inhibitor_kils_0, 1
total_kills_0, 48
total_deaths_0, 59
total_damage_dealt_to_champions_0, 173825
total_damage_dealt_to_objectives_0, 60669
total_damage_taken_0, 256431
average_vision_score_0, 40
total_wards_placed_0, 93
average_creep_score_0, 191
average_champion_experience_0, 24553
dmg_carry_0, 45
obj_carry_0, 45
team_comp_0_champ_1, Kayle
team_comp_0_champ_2, Vayne
team_comp_0_champ_3, Veigar
team_comp_0_champ_4, Caitlyn
team_comp_0_champ_5, Galio
total_gold_earned_1, 96533
total_gold_spent_1, 90475
total_baron_kills_1, 1
total_dragon_kills_1, 7
total_inhibitor_kils_1, 3
total_kills_1, 59
total_deaths_1, 48
total_damage_dealt_to_champions_1, 217785
total_damage_dealt_to_objectives_1, 109130
total_damage_taken_1, 213387
average_vision_score_1, 52
total_wards_placed_1, 91
average_creep_score_1, 182
average_champion_experience_1, 26149
dmg_carry_1, 35
obj_carry_1, 35
team_comp_1_champ_1, Heimerdinger
team_comp_1_champ_2, Shaco
team_comp_1_champ_3, Lucian
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Karma
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
