total_gold_earned_0, 42459
total_gold_spent_0, 38975
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 15
total_deaths_0, 35
total_damage_dealt_to_champions_0, 70454
total_damage_dealt_to_objectives_0, 29137
total_damage_taken_0, 116619
average_vision_score_0, 24
total_wards_placed_0, 52
average_creep_score_0, 106
average_champion_experience_0, 10441
dmg_carry_0, 9
obj_carry_0, 9
team_comp_0_champ_1, Kled
team_comp_0_champ_2, Pantheon
team_comp_0_champ_3, Tryndamere
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, FiddleSticks
total_gold_earned_1, 56463
total_gold_spent_1, 52495
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 1
total_kills_1, 35
total_deaths_1, 15
total_damage_dealt_to_champions_1, 97909
total_damage_dealt_to_objectives_1, 49943
total_damage_taken_1, 110277
average_vision_score_1, 21
total_wards_placed_1, 46
average_creep_score_1, 121
average_champion_experience_1, 12217
dmg_carry_1, 8
obj_carry_1, 8
team_comp_1_champ_1, Mordekaiser
team_comp_1_champ_2, Zac
team_comp_1_champ_3, Vladimir
team_comp_1_champ_4, Kaisa
team_comp_1_champ_5, Renata
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
