total_gold_earned_0, 45034
total_gold_spent_0, 41600
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 13
total_deaths_0, 32
total_damage_dealt_to_champions_0, 56489
total_damage_dealt_to_objectives_0, 29204
total_damage_taken_0, 98460
average_vision_score_0, 20
total_wards_placed_0, 60
average_creep_score_0, 93
average_champion_experience_0, 11519
dmg_carry_0, 11
obj_carry_0, 11
team_comp_0_champ_1, Shen
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Zoe
team_comp_0_champ_4, Vayne
team_comp_0_champ_5, Lulu
total_gold_earned_1, 57435
total_gold_spent_1, 52010
total_baron_kills_1, 0
total_dragon_kills_1, 4
total_inhibitor_kils_1, 1
total_kills_1, 32
total_deaths_1, 13
total_damage_dealt_to_champions_1, 78285
total_damage_dealt_to_objectives_1, 69127
total_damage_taken_1, 92832
average_vision_score_1, 26
total_wards_placed_1, 60
average_creep_score_1, 112
average_champion_experience_1, 13561
dmg_carry_1, 84
obj_carry_1, 84
team_comp_1_champ_1, Gwen
team_comp_1_champ_2, Hecarim
team_comp_1_champ_3, Akali
team_comp_1_champ_4, Tristana
team_comp_1_champ_5, Orianna
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
