total_gold_earned_0, 74291
total_gold_spent_0, 66850
total_baron_kills_0, 0
total_dragon_kills_0, 5
total_inhibitor_kils_0, 1
total_kills_0, 50
total_deaths_0, 36
total_damage_dealt_to_champions_0, 130256
total_damage_dealt_to_objectives_0, 83734
total_damage_taken_0, 128214
average_vision_score_0, 29
total_wards_placed_0, 57
average_creep_score_0, 135
average_champion_experience_0, 16822
dmg_carry_0, 30
obj_carry_0, 30
team_comp_0_champ_1, Karthus
team_comp_0_champ_2, Taliyah
team_comp_0_champ_3, Swain
team_comp_0_champ_4, Nilah
team_comp_0_champ_5, Pyke
total_gold_earned_1, 58174
total_gold_spent_1, 56060
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 36
total_deaths_1, 50
total_damage_dealt_to_champions_1, 101578
total_damage_dealt_to_objectives_1, 16738
total_damage_taken_1, 148960
average_vision_score_1, 17
total_wards_placed_1, 41
average_creep_score_1, 112
average_champion_experience_1, 13573
dmg_carry_1, 777
obj_carry_1, 777
team_comp_1_champ_1, Yone
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Senna
team_comp_1_champ_4, Heimerdinger
team_comp_1_champ_5, Seraphine
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
