total_gold_earned_0, 59683
total_gold_spent_0, 52425
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 3
total_kills_0, 38
total_deaths_0, 21
total_damage_dealt_to_champions_0, 83333
total_damage_dealt_to_objectives_0, 76631
total_damage_taken_0, 102296
average_vision_score_0, 29
total_wards_placed_0, 66
average_creep_score_0, 98
average_champion_experience_0, 12506
dmg_carry_0, 145
obj_carry_0, 145
team_comp_0_champ_1, Fiora
team_comp_0_champ_2, Volibear
team_comp_0_champ_3, Anivia
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Blitzcrank
total_gold_earned_1, 44676
total_gold_spent_1, 42258
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 21
total_deaths_1, 39
total_damage_dealt_to_champions_1, 71145
total_damage_dealt_to_objectives_1, 17957
total_damage_taken_1, 102514
average_vision_score_1, 18
total_wards_placed_1, 39
average_creep_score_1, 97
average_champion_experience_1, 10096
dmg_carry_1, 42
obj_carry_1, 42
team_comp_1_champ_1, Camille
team_comp_1_champ_2, Nocturne
team_comp_1_champ_3, Corki
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Pyke
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
