total_gold_earned_0, 78190
total_gold_spent_0, 67775
total_baron_kills_0, 2
total_dragon_kills_0, 4
total_inhibitor_kils_0, 2
total_kills_0, 46
total_deaths_0, 41
total_damage_dealt_to_champions_0, 153023
total_damage_dealt_to_objectives_0, 109472
total_damage_taken_0, 143746
average_vision_score_0, 37
total_wards_placed_0, 73
average_creep_score_0, 128
average_champion_experience_0, 18062
dmg_carry_0, 81
obj_carry_0, 81
team_comp_0_champ_1, Graves
team_comp_0_champ_2, Belveth
team_comp_0_champ_3, Heimerdinger
team_comp_0_champ_4, Ezreal
team_comp_0_champ_5, Bard
total_gold_earned_1, 68564
total_gold_spent_1, 65990
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 41
total_deaths_1, 46
total_damage_dealt_to_champions_1, 119541
total_damage_dealt_to_objectives_1, 44325
total_damage_taken_1, 176159
average_vision_score_1, 25
total_wards_placed_1, 74
average_creep_score_1, 121
average_champion_experience_1, 16476
dmg_carry_1, 54
obj_carry_1, 54
team_comp_1_champ_1, Malphite
team_comp_1_champ_2, Jax
team_comp_1_champ_3, Cassiopeia
team_comp_1_champ_4, Lucian
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
