total_gold_earned_0, 37960
total_gold_spent_0, 36660
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 19
total_deaths_0, 28
total_damage_dealt_to_champions_0, 54115
total_damage_dealt_to_objectives_0, 20083
total_damage_taken_0, 74808
average_vision_score_0, 13
total_wards_placed_0, 31
average_creep_score_0, 75
average_champion_experience_0, 8439
dmg_carry_0, 63
obj_carry_0, 63
team_comp_0_champ_1, Nasus
team_comp_0_champ_2, Graves
team_comp_0_champ_3, Brand
team_comp_0_champ_4, Ashe
team_comp_0_champ_5, Morgana
total_gold_earned_1, 41325
total_gold_spent_1, 36575
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 0
total_kills_1, 28
total_deaths_1, 19
total_damage_dealt_to_champions_1, 61887
total_damage_dealt_to_objectives_1, 44001
total_damage_taken_1, 84188
average_vision_score_1, 11
total_wards_placed_1, 28
average_creep_score_1, 69
average_champion_experience_1, 8993
dmg_carry_1, 360
obj_carry_1, 360
team_comp_1_champ_1, TahmKench
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Akali
team_comp_1_champ_4, Samira
team_comp_1_champ_5, Yuumi
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 1
