total_gold_earned_0, 34415
total_gold_spent_0, 29735
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 12
total_deaths_0, 23
total_damage_dealt_to_champions_0, 41177
total_damage_dealt_to_objectives_0, 13808
total_damage_taken_0, 69612
average_vision_score_0, 19
total_wards_placed_0, 50
average_creep_score_0, 86
average_champion_experience_0, 8079
dmg_carry_0, 21
obj_carry_0, 21
team_comp_0_champ_1, Irelia
team_comp_0_champ_2, LeeSin
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Pyke
total_gold_earned_1, 44981
total_gold_spent_1, 36905
total_baron_kills_1, 1
total_dragon_kills_1, 1
total_inhibitor_kils_1, 1
total_kills_1, 23
total_deaths_1, 12
total_damage_dealt_to_champions_1, 51856
total_damage_dealt_to_objectives_1, 60952
total_damage_taken_1, 62439
average_vision_score_1, 17
total_wards_placed_1, 37
average_creep_score_1, 82
average_champion_experience_1, 9511
dmg_carry_1, 147
obj_carry_1, 147
team_comp_1_champ_1, Renekton
team_comp_1_champ_2, Ekko
team_comp_1_champ_3, Corki
team_comp_1_champ_4, Sona
team_comp_1_champ_5, Seraphine
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
