total_gold_earned_0, 51462
total_gold_spent_0, 46150
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 0
total_kills_0, 29
total_deaths_0, 15
total_damage_dealt_to_champions_0, 67540
total_damage_dealt_to_objectives_0, 73791
total_damage_taken_0, 85002
average_vision_score_0, 20
total_wards_placed_0, 48
average_creep_score_0, 107
average_champion_experience_0, 11065
dmg_carry_0, 39
obj_carry_0, 39
team_comp_0_champ_1, Irelia
team_comp_0_champ_2, Volibear
team_comp_0_champ_3, Vladimir
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Blitzcrank
total_gold_earned_1, 38543
total_gold_spent_1, 36085
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 15
total_deaths_1, 29
total_damage_dealt_to_champions_1, 55192
total_damage_dealt_to_objectives_1, 13190
total_damage_taken_1, 85436
average_vision_score_1, 22
total_wards_placed_1, 57
average_creep_score_1, 93
average_champion_experience_1, 8978
dmg_carry_1, 36
obj_carry_1, 36
team_comp_1_champ_1, DrMundo
team_comp_1_champ_2, Khazix
team_comp_1_champ_3, Orianna
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Nami
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
