total_gold_earned_0, 66366
total_gold_spent_0, 62825
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 36
total_deaths_0, 55
total_damage_dealt_to_champions_0, 109307
total_damage_dealt_to_objectives_0, 18006
total_damage_taken_0, 156472
average_vision_score_0, 25
total_wards_placed_0, 71
average_creep_score_0, 153
average_champion_experience_0, 17940
dmg_carry_0, 29
obj_carry_0, 29
team_comp_0_champ_1, Illaoi
team_comp_0_champ_2, Taliyah
team_comp_0_champ_3, Teemo
team_comp_0_champ_4, Twitch
team_comp_0_champ_5, Lux
total_gold_earned_1, 78298
total_gold_spent_1, 85310
total_baron_kills_1, 2
total_dragon_kills_1, 4
total_inhibitor_kils_1, 4
total_kills_1, 54
total_deaths_1, 36
total_damage_dealt_to_champions_1, 131961
total_damage_dealt_to_objectives_1, 109774
total_damage_taken_1, 141313
average_vision_score_1, 34
total_wards_placed_1, 60
average_creep_score_1, 132
average_champion_experience_1, 18818
dmg_carry_1, 157
obj_carry_1, 157
team_comp_1_champ_1, Quinn
team_comp_1_champ_2, Shaco
team_comp_1_champ_3, Yasuo
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Brand
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
