total_gold_earned_0, 51236
total_gold_spent_0, 47685
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 27
total_deaths_0, 39
total_damage_dealt_to_champions_0, 98357
total_damage_dealt_to_objectives_0, 19827
total_damage_taken_0, 126495
average_vision_score_0, 26
total_wards_placed_0, 60
average_creep_score_0, 87
average_champion_experience_0, 11822
dmg_carry_0, 238
obj_carry_0, 238
team_comp_0_champ_1, Darius
team_comp_0_champ_2, Malphite
team_comp_0_champ_3, Zed
team_comp_0_champ_4, Nami
team_comp_0_champ_5, Soraka
total_gold_earned_1, 61933
total_gold_spent_1, 55200
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 2
total_kills_1, 39
total_deaths_1, 27
total_damage_dealt_to_champions_1, 103040
total_damage_dealt_to_objectives_1, 59167
total_damage_taken_1, 136353
average_vision_score_1, 22
total_wards_placed_1, 44
average_creep_score_1, 101
average_champion_experience_1, 13945
dmg_carry_1, 82
obj_carry_1, 82
team_comp_1_champ_1, Mordekaiser
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Ekko
team_comp_1_champ_4, Vayne
team_comp_1_champ_5, Morgana
gameLengthMin, 30
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
