total_gold_earned_0, 78236
total_gold_spent_0, 88635
total_baron_kills_0, 0
total_dragon_kills_0, 4
total_inhibitor_kils_0, 0
total_kills_0, 57
total_deaths_0, 50
total_damage_dealt_to_champions_0, 181894
total_damage_dealt_to_objectives_0, 74013
total_damage_taken_0, 232329
average_vision_score_0, 41
total_wards_placed_0, 81
average_creep_score_0, 131
average_champion_experience_0, 17418
dmg_carry_0, 29
obj_carry_0, 29
team_comp_0_champ_1, Aatrox
team_comp_0_champ_2, Nocturne
team_comp_0_champ_3, Leblanc
team_comp_0_champ_4, Twitch
team_comp_0_champ_5, Pyke
total_gold_earned_1, 83243
total_gold_spent_1, 75250
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 50
total_deaths_1, 58
total_damage_dealt_to_champions_1, 198527
total_damage_dealt_to_objectives_1, 57898
total_damage_taken_1, 211938
average_vision_score_1, 35
total_wards_placed_1, 90
average_creep_score_1, 135
average_champion_experience_1, 19408
dmg_carry_1, 41
obj_carry_1, 41
team_comp_1_champ_1, Gangplank
team_comp_1_champ_2, XinZhao
team_comp_1_champ_3, Kassadin
team_comp_1_champ_4, Varus
team_comp_1_champ_5, Swain
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 1
