total_gold_earned_0, 74825
total_gold_spent_0, 62985
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 2
total_kills_0, 47
total_deaths_0, 36
total_damage_dealt_to_champions_0, 156732
total_damage_dealt_to_objectives_0, 100186
total_damage_taken_0, 187948
average_vision_score_0, 34
total_wards_placed_0, 71
average_creep_score_0, 119
average_champion_experience_0, 17284
dmg_carry_0, 895
obj_carry_0, 895
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, Nocturne
team_comp_0_champ_3, Seraphine
team_comp_0_champ_4, Nilah
team_comp_0_champ_5, Nami
total_gold_earned_1, 61894
total_gold_spent_1, 58725
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 1
total_kills_1, 36
total_deaths_1, 47
total_damage_dealt_to_champions_1, 146325
total_damage_dealt_to_objectives_1, 41592
total_damage_taken_1, 184965
average_vision_score_1, 27
total_wards_placed_1, 68
average_creep_score_1, 107
average_champion_experience_1, 14242
dmg_carry_1, 81
obj_carry_1, 81
team_comp_1_champ_1, Nautilus
team_comp_1_champ_2, Trundle
team_comp_1_champ_3, Akali
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Zyra
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
