total_gold_earned_0, 51074
total_gold_spent_0, 42415
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 37
total_deaths_0, 13
total_damage_dealt_to_champions_0, 71073
total_damage_dealt_to_objectives_0, 61545
total_damage_taken_0, 64743
average_vision_score_0, 12
total_wards_placed_0, 26
average_creep_score_0, 86
average_champion_experience_0, 9951
dmg_carry_0, 777
obj_carry_0, 777
team_comp_0_champ_1, Yone
team_comp_0_champ_2, Nocturne
team_comp_0_champ_3, Gangplank
team_comp_0_champ_4, Tristana
team_comp_0_champ_5, Taliyah
total_gold_earned_1, 31998
total_gold_spent_1, 30950
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 13
total_deaths_1, 37
total_damage_dealt_to_champions_1, 39269
total_damage_dealt_to_objectives_1, 2237
total_damage_taken_1, 81546
average_vision_score_1, 12
total_wards_placed_1, 32
average_creep_score_1, 63
average_champion_experience_1, 7364
dmg_carry_1, 45
obj_carry_1, 45
team_comp_1_champ_1, Jayce
team_comp_1_champ_2, LeeSin
team_comp_1_champ_3, Veigar
team_comp_1_champ_4, Twitch
team_comp_1_champ_5, Morgana
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
