total_gold_earned_0, 35545
total_gold_spent_0, 32700
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 13
total_deaths_0, 24
total_damage_dealt_to_champions_0, 32528
total_damage_dealt_to_objectives_0, 28603
total_damage_taken_0, 70819
average_vision_score_0, 18
total_wards_placed_0, 37
average_creep_score_0, 84
average_champion_experience_0, 7836
dmg_carry_0, 91
obj_carry_0, 91
team_comp_0_champ_1, Malphite
team_comp_0_champ_2, RekSai
team_comp_0_champ_3, Talon
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Leona
total_gold_earned_1, 40903
total_gold_spent_1, 33883
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 24
total_deaths_1, 13
total_damage_dealt_to_champions_1, 53062
total_damage_dealt_to_objectives_1, 39352
total_damage_taken_1, 55473
average_vision_score_1, 17
total_wards_placed_1, 50
average_creep_score_1, 82
average_champion_experience_1, 8984
dmg_carry_1, 101
obj_carry_1, 101
team_comp_1_champ_1, Illaoi
team_comp_1_champ_2, Zac
team_comp_1_champ_3, Veigar
team_comp_1_champ_4, Tristana
team_comp_1_champ_5, Xerath
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
