total_gold_earned_0, 53762
total_gold_spent_0, 45160
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 51
total_deaths_0, 14
total_damage_dealt_to_champions_0, 86597
total_damage_dealt_to_objectives_0, 64272
total_damage_taken_0, 100615
average_vision_score_0, 9
total_wards_placed_0, 28
average_creep_score_0, 87
average_champion_experience_0, 11869
dmg_carry_0, 202
obj_carry_0, 202
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, Taric
team_comp_0_champ_3, Taliyah
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Alistar
total_gold_earned_1, 38696
total_gold_spent_1, 35200
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 14
total_deaths_1, 52
total_damage_dealt_to_champions_1, 70803
total_damage_dealt_to_objectives_1, 15137
total_damage_taken_1, 107795
average_vision_score_1, 8
total_wards_placed_1, 24
average_creep_score_1, 82
average_champion_experience_1, 8486
dmg_carry_1, 876
obj_carry_1, 876
team_comp_1_champ_1, Lillia
team_comp_1_champ_2, Evelynn
team_comp_1_champ_3, Jinx
team_comp_1_champ_4, Vayne
team_comp_1_champ_5, Rell
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
