total_gold_earned_0, 43554
total_gold_spent_0, 36425
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 2
total_kills_0, 36
total_deaths_0, 11
total_damage_dealt_to_champions_0, 73135
total_damage_dealt_to_objectives_0, 46918
total_damage_taken_0, 50057
average_vision_score_0, 15
total_wards_placed_0, 38
average_creep_score_0, 73
average_champion_experience_0, 9198
dmg_carry_0, 166
obj_carry_0, 166
team_comp_0_champ_1, Akshan
team_comp_0_champ_2, Amumu
team_comp_0_champ_3, Lux
team_comp_0_champ_4, Tristana
team_comp_0_champ_5, Yuumi
total_gold_earned_1, 30780
total_gold_spent_1, 26975
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 11
total_deaths_1, 36
total_damage_dealt_to_champions_1, 35305
total_damage_dealt_to_objectives_1, 12898
total_damage_taken_1, 88954
average_vision_score_1, 13
total_wards_placed_1, 33
average_creep_score_1, 72
average_champion_experience_1, 7395
dmg_carry_1, 91
obj_carry_1, 91
team_comp_1_champ_1, Tryndamere
team_comp_1_champ_2, Talon
team_comp_1_champ_3, Sylas
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Nami
gameLengthMin, 20
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
