total_gold_earned_0, 41848
total_gold_spent_0, 39918
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 13
total_deaths_0, 39
total_damage_dealt_to_champions_0, 52255
total_damage_dealt_to_objectives_0, 13828
total_damage_taken_0, 97059
average_vision_score_0, 21
total_wards_placed_0, 45
average_creep_score_0, 106
average_champion_experience_0, 10044
dmg_carry_0, 221
obj_carry_0, 221
team_comp_0_champ_1, Pyke
team_comp_0_champ_2, Shaco
team_comp_0_champ_3, Yone
team_comp_0_champ_4, Zeri
team_comp_0_champ_5, Volibear
total_gold_earned_1, 54848
total_gold_spent_1, 47085
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 1
total_kills_1, 39
total_deaths_1, 13
total_damage_dealt_to_champions_1, 80068
total_damage_dealt_to_objectives_1, 64487
total_damage_taken_1, 82342
average_vision_score_1, 28
total_wards_placed_1, 44
average_creep_score_1, 106
average_champion_experience_1, 12738
dmg_carry_1, 67
obj_carry_1, 67
team_comp_1_champ_1, Malphite
team_comp_1_champ_2, FiddleSticks
team_comp_1_champ_3, TwistedFate
team_comp_1_champ_4, Vayne
team_comp_1_champ_5, Yuumi
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
