total_gold_earned_0, 60921
total_gold_spent_0, 52070
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 4
total_kills_0, 38
total_deaths_0, 21
total_damage_dealt_to_champions_0, 92067
total_damage_dealt_to_objectives_0, 85566
total_damage_taken_0, 97785
average_vision_score_0, 27
total_wards_placed_0, 56
average_creep_score_0, 111
average_champion_experience_0, 13901
dmg_carry_0, 112
obj_carry_0, 112
team_comp_0_champ_1, Quinn
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Viktor
team_comp_0_champ_4, Vayne
team_comp_0_champ_5, Swain
total_gold_earned_1, 46389
total_gold_spent_1, 41525
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 21
total_deaths_1, 38
total_damage_dealt_to_champions_1, 68524
total_damage_dealt_to_objectives_1, 10199
total_damage_taken_1, 110290
average_vision_score_1, 24
total_wards_placed_1, 49
average_creep_score_1, 108
average_champion_experience_1, 11680
dmg_carry_1, 1
obj_carry_1, 1
team_comp_1_champ_1, Fiora
team_comp_1_champ_2, Pantheon
team_comp_1_champ_3, Annie
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Ashe
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
