total_gold_earned_0, 62465
total_gold_spent_0, 54200
total_baron_kills_0, 2
total_dragon_kills_0, 4
total_inhibitor_kils_0, 3
total_kills_0, 36
total_deaths_0, 12
total_damage_dealt_to_champions_0, 77401
total_damage_dealt_to_objectives_0, 101793
total_damage_taken_0, 89303
average_vision_score_0, 26
total_wards_placed_0, 53
average_creep_score_0, 110
average_champion_experience_0, 15261
dmg_carry_0, 56
obj_carry_0, 56
team_comp_0_champ_1, Shen
team_comp_0_champ_2, Nocturne
team_comp_0_champ_3, Viktor
team_comp_0_champ_4, Vayne
team_comp_0_champ_5, Yuumi
total_gold_earned_1, 44431
total_gold_spent_1, 42460
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 12
total_deaths_1, 36
total_damage_dealt_to_champions_1, 54591
total_damage_dealt_to_objectives_1, 13890
total_damage_taken_1, 96508
average_vision_score_1, 25
total_wards_placed_1, 58
average_creep_score_1, 121
average_champion_experience_1, 11817
dmg_carry_1, 236
obj_carry_1, 236
team_comp_1_champ_1, Urgot
team_comp_1_champ_2, Kindred
team_comp_1_champ_3, Lux
team_comp_1_champ_4, Lucian
team_comp_1_champ_5, Janna
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
