total_gold_earned_0, 64303
total_gold_spent_0, 57925
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 32
total_deaths_0, 19
total_damage_dealt_to_champions_0, 107988
total_damage_dealt_to_objectives_0, 59106
total_damage_taken_0, 103552
average_vision_score_0, 25
total_wards_placed_0, 56
average_creep_score_0, 133
average_champion_experience_0, 14564
dmg_carry_0, 17
obj_carry_0, 17
team_comp_0_champ_1, Teemo
team_comp_0_champ_2, Kayn
team_comp_0_champ_3, Gangplank
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Renata
total_gold_earned_1, 51096
total_gold_spent_1, 49420
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 19
total_deaths_1, 32
total_damage_dealt_to_champions_1, 76822
total_damage_dealt_to_objectives_1, 18798
total_damage_taken_1, 130784
average_vision_score_1, 25
total_wards_placed_1, 41
average_creep_score_1, 129
average_champion_experience_1, 12784
dmg_carry_1, 29
obj_carry_1, 29
team_comp_1_champ_1, Ornn
team_comp_1_champ_2, Talon
team_comp_1_champ_3, Kassadin
team_comp_1_champ_4, Twitch
team_comp_1_champ_5, Morgana
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
