total_gold_earned_0, 64485
total_gold_spent_0, 60700
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 32
total_deaths_0, 45
total_damage_dealt_to_champions_0, 101540
total_damage_dealt_to_objectives_0, 28221
total_damage_taken_0, 169145
average_vision_score_0, 39
total_wards_placed_0, 54
average_creep_score_0, 134
average_champion_experience_0, 15465
dmg_carry_0, 9
obj_carry_0, 9
team_comp_0_champ_1, Garen
team_comp_0_champ_2, Viego
team_comp_0_champ_3, FiddleSticks
team_comp_0_champ_4, Xayah
team_comp_0_champ_5, Senna
total_gold_earned_1, 75874
total_gold_spent_1, 70125
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 3
total_kills_1, 45
total_deaths_1, 32
total_damage_dealt_to_champions_1, 142533
total_damage_dealt_to_objectives_1, 82696
total_damage_taken_1, 135830
average_vision_score_1, 31
total_wards_placed_1, 54
average_creep_score_1, 150
average_champion_experience_1, 16941
dmg_carry_1, 81
obj_carry_1, 81
team_comp_1_champ_1, Akshan
team_comp_1_champ_2, Nocturne
team_comp_1_champ_3, Irelia
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Seraphine
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
