total_gold_earned_0, 62642
total_gold_spent_0, 59935
total_baron_kills_0, 1
total_dragon_kills_0, 1
total_inhibitor_kils_0, 1
total_kills_0, 30
total_deaths_0, 46
total_damage_dealt_to_champions_0, 108456
total_damage_dealt_to_objectives_0, 73861
total_damage_taken_0, 142232
average_vision_score_0, 28
total_wards_placed_0, 49
average_creep_score_0, 133
average_champion_experience_0, 14744
dmg_carry_0, 83
obj_carry_0, 83
team_comp_0_champ_1, Yorick
team_comp_0_champ_2, Rammus
team_comp_0_champ_3, Lux
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Ashe
total_gold_earned_1, 72925
total_gold_spent_1, 68250
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 1
total_kills_1, 46
total_deaths_1, 30
total_damage_dealt_to_champions_1, 118963
total_damage_dealt_to_objectives_1, 87351
total_damage_taken_1, 151807
average_vision_score_1, 30
total_wards_placed_1, 54
average_creep_score_1, 130
average_champion_experience_1, 17667
dmg_carry_1, 35
obj_carry_1, 35
team_comp_1_champ_1, Shaco
team_comp_1_champ_2, Shyvana
team_comp_1_champ_3, Vex
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Renekton
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
