total_gold_earned_0, 28490
total_gold_spent_0, 26050
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 10
total_deaths_0, 30
total_damage_dealt_to_champions_0, 34716
total_damage_dealt_to_objectives_0, 6440
total_damage_taken_0, 75690
average_vision_score_0, 11
total_wards_placed_0, 32
average_creep_score_0, 65
average_champion_experience_0, 6865
dmg_carry_0, 75
obj_carry_0, 75
team_comp_0_champ_1, Nasus
team_comp_0_champ_2, Hecarim
team_comp_0_champ_3, Malphite
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Lulu
total_gold_earned_1, 43700
total_gold_spent_1, 36275
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 2
total_kills_1, 30
total_deaths_1, 10
total_damage_dealt_to_champions_1, 59326
total_damage_dealt_to_objectives_1, 62146
total_damage_taken_1, 52843
average_vision_score_1, 10
total_wards_placed_1, 26
average_creep_score_1, 78
average_champion_experience_1, 8638
dmg_carry_1, 86
obj_carry_1, 86
team_comp_1_champ_1, Garen
team_comp_1_champ_2, Kindred
team_comp_1_champ_3, Vex
team_comp_1_champ_4, Aphelios
team_comp_1_champ_5, Yuumi
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
