total_gold_earned_0, 70491
total_gold_spent_0, 63770
total_baron_kills_0, 2
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 41
total_deaths_0, 42
total_damage_dealt_to_champions_0, 118864
total_damage_dealt_to_objectives_0, 69088
total_damage_taken_0, 157465
average_vision_score_0, 26
total_wards_placed_0, 55
average_creep_score_0, 130
average_champion_experience_0, 16973
dmg_carry_0, 875
obj_carry_0, 875
team_comp_0_champ_1, Sett
team_comp_0_champ_2, Rammus
team_comp_0_champ_3, Jinx
team_comp_0_champ_4, Vex
team_comp_0_champ_5, Senna
total_gold_earned_1, 73986
total_gold_spent_1, 68338
total_baron_kills_1, 0
total_dragon_kills_1, 5
total_inhibitor_kils_1, 1
total_kills_1, 42
total_deaths_1, 41
total_damage_dealt_to_champions_1, 129458
total_damage_dealt_to_objectives_1, 90925
total_damage_taken_1, 152179
average_vision_score_1, 29
total_wards_placed_1, 50
average_creep_score_1, 140
average_champion_experience_1, 18007
dmg_carry_1, 86
obj_carry_1, 86
team_comp_1_champ_1, Garen
team_comp_1_champ_2, Nocturne
team_comp_1_champ_3, Viktor
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Leona
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
