total_gold_earned_0, 35841
total_gold_spent_0, 28550
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 30
total_deaths_0, 6
total_damage_dealt_to_champions_0, 37621
total_damage_dealt_to_objectives_0, 30251
total_damage_taken_0, 48875
average_vision_score_0, 12
total_wards_placed_0, 31
average_creep_score_0, 63
average_champion_experience_0, 6865
dmg_carry_0, 235
obj_carry_0, 235
team_comp_0_champ_1, Tryndamere
team_comp_0_champ_2, Warwick
team_comp_0_champ_3, Kled
team_comp_0_champ_4, KogMaw
team_comp_0_champ_5, Senna
total_gold_earned_1, 22678
total_gold_spent_1, 20900
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 6
total_deaths_1, 30
total_damage_dealt_to_champions_1, 25548
total_damage_dealt_to_objectives_1, 2566
total_damage_taken_1, 45748
average_vision_score_1, 6
total_wards_placed_1, 16
average_creep_score_1, 56
average_champion_experience_1, 5089
dmg_carry_1, 163
obj_carry_1, 163
team_comp_1_champ_1, Yasuo
team_comp_1_champ_2, Taliyah
team_comp_1_champ_3, Vladimir
team_comp_1_champ_4, Tristana
team_comp_1_champ_5, Nautilus
gameLengthMin, 15
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
