total_gold_earned_0, 41034
total_gold_spent_0, 40280
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 5
total_deaths_0, 34
total_damage_dealt_to_champions_0, 47220
total_damage_dealt_to_objectives_0, 33982
total_damage_taken_0, 100344
average_vision_score_0, 19
total_wards_placed_0, 39
average_creep_score_0, 113
average_champion_experience_0, 9760
dmg_carry_0, 887
obj_carry_0, 887
team_comp_0_champ_1, Gwen
team_comp_0_champ_2, Khazix
team_comp_0_champ_3, Kaisa
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Renata
total_gold_earned_1, 54090
total_gold_spent_1, 46810
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 2
total_kills_1, 34
total_deaths_1, 6
total_damage_dealt_to_champions_1, 77861
total_damage_dealt_to_objectives_1, 68831
total_damage_taken_1, 74405
average_vision_score_1, 25
total_wards_placed_1, 49
average_creep_score_1, 105
average_champion_experience_1, 13071
dmg_carry_1, 202
obj_carry_1, 202
team_comp_1_champ_1, Shen
team_comp_1_champ_2, Nocturne
team_comp_1_champ_3, Ahri
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Morgana
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
