total_gold_earned_0, 64700
total_gold_spent_0, 57430
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 1
total_kills_0, 39
total_deaths_0, 31
total_damage_dealt_to_champions_0, 103295
total_damage_dealt_to_objectives_0, 88371
total_damage_taken_0, 111539
average_vision_score_0, 30
total_wards_placed_0, 50
average_creep_score_0, 125
average_champion_experience_0, 15240
dmg_carry_0, 61
obj_carry_0, 61
team_comp_0_champ_1, Teemo
team_comp_0_champ_2, Udyr
team_comp_0_champ_3, Orianna
team_comp_0_champ_4, Caitlyn
team_comp_0_champ_5, Leona
total_gold_earned_1, 58488
total_gold_spent_1, 57960
total_baron_kills_1, 1
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 31
total_deaths_1, 39
total_damage_dealt_to_champions_1, 85431
total_damage_dealt_to_objectives_1, 58329
total_damage_taken_1, 134161
average_vision_score_1, 30
total_wards_placed_1, 69
average_creep_score_1, 118
average_champion_experience_1, 12837
dmg_carry_1, 110
obj_carry_1, 110
team_comp_1_champ_1, Jayce
team_comp_1_champ_2, LeeSin
team_comp_1_champ_3, Sylas
team_comp_1_champ_4, Varus
team_comp_1_champ_5, Nautilus
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 0
