total_gold_earned_0, 75458
total_gold_spent_0, 68160
total_baron_kills_0, 2
total_dragon_kills_0, 4
total_inhibitor_kils_0, 1
total_kills_0, 56
total_deaths_0, 28
total_damage_dealt_to_champions_0, 128912
total_damage_dealt_to_objectives_0, 123656
total_damage_taken_0, 131299
average_vision_score_0, 21
total_wards_placed_0, 44
average_creep_score_0, 117
average_champion_experience_0, 17811
dmg_carry_0, 51
obj_carry_0, 51
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, Viego
team_comp_0_champ_3, Fizz
team_comp_0_champ_4, Caitlyn
team_comp_0_champ_5, Xerath
total_gold_earned_1, 60630
total_gold_spent_1, 59333
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 28
total_deaths_1, 56
total_damage_dealt_to_champions_1, 103305
total_damage_dealt_to_objectives_1, 40725
total_damage_taken_1, 150690
average_vision_score_1, 20
total_wards_placed_1, 39
average_creep_score_1, 130
average_champion_experience_1, 13525
dmg_carry_1, 74
obj_carry_1, 74
team_comp_1_champ_1, Darius
team_comp_1_champ_2, Graves
team_comp_1_champ_3, Heimerdinger
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
