total_gold_earned_0, 52137
total_gold_spent_0, 50910
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 26
total_deaths_0, 38
total_damage_dealt_to_champions_0, 90675
total_damage_dealt_to_objectives_0, 24980
total_damage_taken_0, 138897
average_vision_score_0, 31
total_wards_placed_0, 72
average_creep_score_0, 102
average_champion_experience_0, 11768
dmg_carry_0, 99
obj_carry_0, 99
team_comp_0_champ_1, Sejuani
team_comp_0_champ_2, LeeSin
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, Nilah
team_comp_0_champ_5, Lux
total_gold_earned_1, 64241
total_gold_spent_1, 52633
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 2
total_kills_1, 38
total_deaths_1, 26
total_damage_dealt_to_champions_1, 116536
total_damage_dealt_to_objectives_1, 104701
total_damage_taken_1, 121597
average_vision_score_1, 31
total_wards_placed_1, 56
average_creep_score_1, 118
average_champion_experience_1, 14950
dmg_carry_1, 360
obj_carry_1, 360
team_comp_1_champ_1, Ashe
team_comp_1_champ_2, Udyr
team_comp_1_champ_3, Velkoz
team_comp_1_champ_4, Samira
team_comp_1_champ_5, Rell
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
