total_gold_earned_0, 67252
total_gold_spent_0, 61175
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 43
total_deaths_0, 27
total_damage_dealt_to_champions_0, 101213
total_damage_dealt_to_objectives_0, 63127
total_damage_taken_0, 133010
average_vision_score_0, 30
total_wards_placed_0, 58
average_creep_score_0, 120
average_champion_experience_0, 15738
dmg_carry_0, 157
obj_carry_0, 157
team_comp_0_champ_1, Kayle
team_comp_0_champ_2, JarvanIV
team_comp_0_champ_3, Yasuo
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Alistar
total_gold_earned_1, 55382
total_gold_spent_1, 52685
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 0
total_kills_1, 27
total_deaths_1, 43
total_damage_dealt_to_champions_1, 105661
total_damage_dealt_to_objectives_1, 46010
total_damage_taken_1, 131535
average_vision_score_1, 24
total_wards_placed_1, 53
average_creep_score_1, 125
average_champion_experience_1, 12891
dmg_carry_1, 876
obj_carry_1, 876
team_comp_1_champ_1, Kindred
team_comp_1_champ_2, Lillia
team_comp_1_champ_3, Graves
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Nautilus
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
