total_gold_earned_0, 52851
total_gold_spent_0, 50525
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 20
total_deaths_0, 40
total_damage_dealt_to_champions_0, 92807
total_damage_dealt_to_objectives_0, 20461
total_damage_taken_0, 139209
average_vision_score_0, 26
total_wards_placed_0, 54
average_creep_score_0, 125
average_champion_experience_0, 12330
dmg_carry_0, 96
obj_carry_0, 96
team_comp_0_champ_1, Shen
team_comp_0_champ_2, MonkeyKing
team_comp_0_champ_3, KogMaw
team_comp_0_champ_4, Tristana
team_comp_0_champ_5, Nautilus
total_gold_earned_1, 63799
total_gold_spent_1, 55258
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 3
total_kills_1, 40
total_deaths_1, 20
total_damage_dealt_to_champions_1, 114803
total_damage_dealt_to_objectives_1, 94009
total_damage_taken_1, 126549
average_vision_score_1, 30
total_wards_placed_1, 62
average_creep_score_1, 105
average_champion_experience_1, 14413
dmg_carry_1, 2
obj_carry_1, 2
team_comp_1_champ_1, Olaf
team_comp_1_champ_2, Volibear
team_comp_1_champ_3, Azir
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Seraphine
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
