total_gold_earned_0, 63274
total_gold_spent_0, 56748
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 44
total_deaths_0, 24
total_damage_dealt_to_champions_0, 113407
total_damage_dealt_to_objectives_0, 68533
total_damage_taken_0, 114716
average_vision_score_0, 20
total_wards_placed_0, 45
average_creep_score_0, 118
average_champion_experience_0, 14385
dmg_carry_0, 2
obj_carry_0, 2
team_comp_0_champ_1, Olaf
team_comp_0_champ_2, Mordekaiser
team_comp_0_champ_3, Irelia
team_comp_0_champ_4, Samira
team_comp_0_champ_5, Velkoz
total_gold_earned_1, 53761
total_gold_spent_1, 49325
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 24
total_deaths_1, 44
total_damage_dealt_to_champions_1, 80658
total_damage_dealt_to_objectives_1, 25299
total_damage_taken_1, 131739
average_vision_score_1, 20
total_wards_placed_1, 49
average_creep_score_1, 110
average_champion_experience_1, 12082
dmg_carry_1, 498
obj_carry_1, 498
team_comp_1_champ_1, Kayle
team_comp_1_champ_2, Darius
team_comp_1_champ_3, Akali
team_comp_1_champ_4, Xayah
team_comp_1_champ_5, Zyra
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
