total_gold_earned_0, 54351
total_gold_spent_0, 47858
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 38
total_deaths_0, 22
total_damage_dealt_to_champions_0, 82950
total_damage_dealt_to_objectives_0, 43728
total_damage_taken_0, 94910
average_vision_score_0, 18
total_wards_placed_0, 44
average_creep_score_0, 118
average_champion_experience_0, 12583
dmg_carry_0, 39
obj_carry_0, 39
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, Rammus
team_comp_0_champ_3, Irelia
team_comp_0_champ_4, Ezreal
team_comp_0_champ_5, Lux
total_gold_earned_1, 46684
total_gold_spent_1, 44540
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 22
total_deaths_1, 38
total_damage_dealt_to_champions_1, 74724
total_damage_dealt_to_objectives_1, 39908
total_damage_taken_1, 106575
average_vision_score_1, 19
total_wards_placed_1, 43
average_creep_score_1, 99
average_champion_experience_1, 10674
dmg_carry_1, 24
obj_carry_1, 24
team_comp_1_champ_1, Jax
team_comp_1_champ_2, Kindred
team_comp_1_champ_3, Ahri
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Leona
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
