total_gold_earned_0, 67502
total_gold_spent_0, 59240
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 3
total_kills_0, 51
total_deaths_0, 23
total_damage_dealt_to_champions_0, 117598
total_damage_dealt_to_objectives_0, 75928
total_damage_taken_0, 107883
average_vision_score_0, 29
total_wards_placed_0, 58
average_creep_score_0, 101
average_champion_experience_0, 14185
dmg_carry_0, 145
obj_carry_0, 145
team_comp_0_champ_1, Garen
team_comp_0_champ_2, Udyr
team_comp_0_champ_3, Tristana
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Seraphine
total_gold_earned_1, 50044
total_gold_spent_1, 47670
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 23
total_deaths_1, 51
total_damage_dealt_to_champions_1, 81521
total_damage_dealt_to_objectives_1, 34788
total_damage_taken_1, 142104
average_vision_score_1, 25
total_wards_placed_1, 61
average_creep_score_1, 109
average_champion_experience_1, 11707
dmg_carry_1, 234
obj_carry_1, 234
team_comp_1_champ_1, DrMundo
team_comp_1_champ_2, Viego
team_comp_1_champ_3, Vex
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Pyke
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
