total_gold_earned_0, 68538
total_gold_spent_0, 68162
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 47
total_deaths_0, 52
total_damage_dealt_to_champions_0, 125226
total_damage_dealt_to_objectives_0, 67673
total_damage_taken_0, 173007
average_vision_score_0, 31
total_wards_placed_0, 65
average_creep_score_0, 117
average_champion_experience_0, 14990
dmg_carry_0, 51
obj_carry_0, 51
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, Vi
team_comp_0_champ_3, Yone
team_comp_0_champ_4, Caitlyn
team_comp_0_champ_5, Syndra
total_gold_earned_1, 76546
total_gold_spent_1, 67925
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 52
total_deaths_1, 47
total_damage_dealt_to_champions_1, 151719
total_damage_dealt_to_objectives_1, 78993
total_damage_taken_1, 147403
average_vision_score_1, 30
total_wards_placed_1, 81
average_creep_score_1, 134
average_champion_experience_1, 18241
dmg_carry_1, 163
obj_carry_1, 163
team_comp_1_champ_1, Shyvana
team_comp_1_champ_2, Taliyah
team_comp_1_champ_3, Tristana
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Blitzcrank
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 1
