total_gold_earned_0, 60014
total_gold_spent_0, 57295
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 1
total_kills_0, 30
total_deaths_0, 13
total_damage_dealt_to_champions_0, 84484
total_damage_dealt_to_objectives_0, 90009
total_damage_taken_0, 112471
average_vision_score_0, 24
total_wards_placed_0, 50
average_creep_score_0, 123
average_champion_experience_0, 14543
dmg_carry_0, 84
obj_carry_0, 84
team_comp_0_champ_1, Aatrox
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Akali
team_comp_0_champ_4, Ashe
team_comp_0_champ_5, Braum
total_gold_earned_1, 49686
total_gold_spent_1, 47800
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 13
total_deaths_1, 30
total_damage_dealt_to_champions_1, 82963
total_damage_dealt_to_objectives_1, 36585
total_damage_taken_1, 110358
average_vision_score_1, 31
total_wards_placed_1, 77
average_creep_score_1, 116
average_champion_experience_1, 12129
dmg_carry_1, 523
obj_carry_1, 523
team_comp_1_champ_1, Jax
team_comp_1_champ_2, Viego
team_comp_1_champ_3, Vex
team_comp_1_champ_4, Aphelios
team_comp_1_champ_5, Morgana
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
