total_gold_earned_0, 29195
total_gold_spent_0, 25685
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 14
total_deaths_0, 40
total_damage_dealt_to_champions_0, 45377
total_damage_dealt_to_objectives_0, 11650
total_damage_taken_0, 78724
average_vision_score_0, 9
total_wards_placed_0, 26
average_creep_score_0, 50
average_champion_experience_0, 6513
dmg_carry_0, 2
obj_carry_0, 2
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, Olaf
team_comp_0_champ_3, Kassadin
team_comp_0_champ_4, Ashe
team_comp_0_champ_5, Sona
total_gold_earned_1, 46360
total_gold_spent_1, 31860
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 2
total_kills_1, 40
total_deaths_1, 14
total_damage_dealt_to_champions_1, 68277
total_damage_dealt_to_objectives_1, 45177
total_damage_taken_1, 74689
average_vision_score_1, 15
total_wards_placed_1, 31
average_creep_score_1, 69
average_champion_experience_1, 8767
dmg_carry_1, 18
obj_carry_1, 18
team_comp_1_champ_1, DrMundo
team_comp_1_champ_2, Zac
team_comp_1_champ_3, Fizz
team_comp_1_champ_4, Tristana
team_comp_1_champ_5, Zilean
gameLengthMin, 20
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
