total_gold_earned_0, 69890
total_gold_spent_0, 62910
total_baron_kills_0, 1
total_dragon_kills_0, 5
total_inhibitor_kils_0, 2
total_kills_0, 28
total_deaths_0, 25
total_damage_dealt_to_champions_0, 127634
total_damage_dealt_to_objectives_0, 103472
total_damage_taken_0, 106043
average_vision_score_0, 44
total_wards_placed_0, 72
average_creep_score_0, 163
average_champion_experience_0, 17653
dmg_carry_0, 15
obj_carry_0, 15
team_comp_0_champ_1, Olaf
team_comp_0_champ_2, Vi
team_comp_0_champ_3, Veigar
team_comp_0_champ_4, Sivir
team_comp_0_champ_5, Sona
total_gold_earned_1, 64001
total_gold_spent_1, 64070
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 25
total_deaths_1, 28
total_damage_dealt_to_champions_1, 90962
total_damage_dealt_to_objectives_1, 18423
total_damage_taken_1, 165278
average_vision_score_1, 24
total_wards_placed_1, 60
average_creep_score_1, 165
average_champion_experience_1, 15633
dmg_carry_1, 21
obj_carry_1, 21
team_comp_1_champ_1, Darius
team_comp_1_champ_2, Zac
team_comp_1_champ_3, Elise
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Renata
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 0
