total_gold_earned_0, 56710
total_gold_spent_0, 48958
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 4
total_kills_0, 31
total_deaths_0, 17
total_damage_dealt_to_champions_0, 81898
total_damage_dealt_to_objectives_0, 98249
total_damage_taken_0, 96080
average_vision_score_0, 19
total_wards_placed_0, 46
average_creep_score_0, 111
average_champion_experience_0, 12740
dmg_carry_0, 18
obj_carry_0, 18
team_comp_0_champ_1, Garen
team_comp_0_champ_2, Diana
team_comp_0_champ_3, Tristana
team_comp_0_champ_4, Varus
team_comp_0_champ_5, Pantheon
total_gold_earned_1, 41900
total_gold_spent_1, 39285
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 17
total_deaths_1, 31
total_damage_dealt_to_champions_1, 65528
total_damage_dealt_to_objectives_1, 6512
total_damage_taken_1, 102149
average_vision_score_1, 19
total_wards_placed_1, 58
average_creep_score_1, 98
average_champion_experience_1, 10473
dmg_carry_1, 76
obj_carry_1, 76
team_comp_1_champ_1, DrMundo
team_comp_1_champ_2, Nidalee
team_comp_1_champ_3, Caitlyn
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Leona
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
