total_gold_earned_0, 48264
total_gold_spent_0, 44390
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 20
total_deaths_0, 31
total_damage_dealt_to_champions_0, 76595
total_damage_dealt_to_objectives_0, 19336
total_damage_taken_0, 104932
average_vision_score_0, 19
total_wards_placed_0, 46
average_creep_score_0, 119
average_champion_experience_0, 11743
dmg_carry_0, 32
obj_carry_0, 32
team_comp_0_champ_1, Ornn
team_comp_0_champ_2, Amumu
team_comp_0_champ_3, Vex
team_comp_0_champ_4, Chogath
team_comp_0_champ_5, Senna
total_gold_earned_1, 59477
total_gold_spent_1, 55890
total_baron_kills_1, 2
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 31
total_deaths_1, 20
total_damage_dealt_to_champions_1, 89209
total_damage_dealt_to_objectives_1, 75671
total_damage_taken_1, 107364
average_vision_score_1, 29
total_wards_placed_1, 52
average_creep_score_1, 120
average_champion_experience_1, 14341
dmg_carry_1, 83
obj_carry_1, 83
team_comp_1_champ_1, Yorick
team_comp_1_champ_2, MasterYi
team_comp_1_champ_3, Akali
team_comp_1_champ_4, Vayne
team_comp_1_champ_5, Thresh
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
