total_gold_earned_0, 51440
total_gold_spent_0, 46400
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 31
total_deaths_0, 20
total_damage_dealt_to_champions_0, 72306
total_damage_dealt_to_objectives_0, 78989
total_damage_taken_0, 76932
average_vision_score_0, 15
total_wards_placed_0, 38
average_creep_score_0, 100
average_champion_experience_0, 11869
dmg_carry_0, 360
obj_carry_0, 360
team_comp_0_champ_1, Akshan
team_comp_0_champ_2, Olaf
team_comp_0_champ_3, Twitch
team_comp_0_champ_4, Samira
team_comp_0_champ_5, Taliyah
total_gold_earned_1, 40478
total_gold_spent_1, 37595
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 19
total_deaths_1, 31
total_damage_dealt_to_champions_1, 43933
total_damage_dealt_to_objectives_1, 7427
total_damage_taken_1, 90929
average_vision_score_1, 10
total_wards_placed_1, 24
average_creep_score_1, 88
average_champion_experience_1, 9846
dmg_carry_1, 202
obj_carry_1, 202
team_comp_1_champ_1, Kayle
team_comp_1_champ_2, Volibear
team_comp_1_champ_3, Sylas
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Pyke
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
