total_gold_earned_0, 79634
total_gold_spent_0, 74675
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 45
total_deaths_0, 53
total_damage_dealt_to_champions_0, 153189
total_damage_dealt_to_objectives_0, 82556
total_damage_taken_0, 207858
average_vision_score_0, 30
total_wards_placed_0, 58
average_creep_score_0, 138
average_champion_experience_0, 17336
dmg_carry_0, 246
obj_carry_0, 246
team_comp_0_champ_1, Aatrox
team_comp_0_champ_2, Rumble
team_comp_0_champ_3, Qiyana
team_comp_0_champ_4, Samira
team_comp_0_champ_5, Leona
total_gold_earned_1, 81616
total_gold_spent_1, 78120
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 53
total_deaths_1, 45
total_damage_dealt_to_champions_1, 176384
total_damage_dealt_to_objectives_1, 72462
total_damage_taken_1, 178879
average_vision_score_1, 20
total_wards_placed_1, 34
average_creep_score_1, 144
average_champion_experience_1, 18754
dmg_carry_1, 42
obj_carry_1, 42
team_comp_1_champ_1, Shen
team_comp_1_champ_2, Shaco
team_comp_1_champ_3, Corki
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Nautilus
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
