total_gold_earned_0, 36986
total_gold_spent_0, 33083
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 13
total_deaths_0, 21
total_damage_dealt_to_champions_0, 43418
total_damage_dealt_to_objectives_0, 11857
total_damage_taken_0, 73812
average_vision_score_0, 13
total_wards_placed_0, 28
average_creep_score_0, 94
average_champion_experience_0, 9037
dmg_carry_0, 221
obj_carry_0, 221
team_comp_0_champ_1, Nasus
team_comp_0_champ_2, Khazix
team_comp_0_champ_3, Syndra
team_comp_0_champ_4, Zeri
team_comp_0_champ_5, Teemo
total_gold_earned_1, 47593
total_gold_spent_1, 43900
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 21
total_deaths_1, 13
total_damage_dealt_to_champions_1, 54794
total_damage_dealt_to_objectives_1, 58809
total_damage_taken_1, 66864
average_vision_score_1, 15
total_wards_placed_1, 48
average_creep_score_1, 98
average_champion_experience_1, 10746
dmg_carry_1, 104
obj_carry_1, 104
team_comp_1_champ_1, Jayce
team_comp_1_champ_2, Graves
team_comp_1_champ_3, Gnar
team_comp_1_champ_4, Kaisa
team_comp_1_champ_5, Soraka
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
