total_gold_earned_0, 62742
total_gold_spent_0, 57050
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 2
total_kills_0, 39
total_deaths_0, 21
total_damage_dealt_to_champions_0, 97969
total_damage_dealt_to_objectives_0, 71540
total_damage_taken_0, 109289
average_vision_score_0, 26
total_wards_placed_0, 54
average_creep_score_0, 117
average_champion_experience_0, 15056
dmg_carry_0, 429
obj_carry_0, 429
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, Amumu
team_comp_0_champ_3, Yasuo
team_comp_0_champ_4, Kalista
team_comp_0_champ_5, Brand
total_gold_earned_1, 51546
total_gold_spent_1, 48425
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 21
total_deaths_1, 39
total_damage_dealt_to_champions_1, 78948
total_damage_dealt_to_objectives_1, 22149
total_damage_taken_1, 123190
average_vision_score_1, 25
total_wards_placed_1, 54
average_creep_score_1, 113
average_champion_experience_1, 12216
dmg_carry_1, 90
obj_carry_1, 90
team_comp_1_champ_1, Aatrox
team_comp_1_champ_2, Hecarim
team_comp_1_champ_3, Malzahar
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
