total_gold_earned_0, 40563
total_gold_spent_0, 34800
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 24
total_deaths_0, 4
total_damage_dealt_to_champions_0, 47217
total_damage_dealt_to_objectives_0, 61482
total_damage_taken_0, 52571
average_vision_score_0, 16
total_wards_placed_0, 40
average_creep_score_0, 76
average_champion_experience_0, 8608
dmg_carry_0, 99
obj_carry_0, 99
team_comp_0_champ_1, Shen
team_comp_0_champ_2, Nasus
team_comp_0_champ_3, Corki
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Lux
total_gold_earned_1, 27189
total_gold_spent_1, 22125
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 4
total_deaths_1, 24
total_damage_dealt_to_champions_1, 29190
total_damage_dealt_to_objectives_1, 10458
total_damage_taken_1, 61374
average_vision_score_1, 11
total_wards_placed_1, 33
average_creep_score_1, 68
average_champion_experience_1, 6933
dmg_carry_1, 112
obj_carry_1, 112
team_comp_1_champ_1, Garen
team_comp_1_champ_2, Vi
team_comp_1_champ_3, Viktor
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Renata
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
