total_gold_earned_0, 60531
total_gold_spent_0, 57725
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 3
total_kills_0, 44
total_deaths_0, 24
total_damage_dealt_to_champions_0, 99358
total_damage_dealt_to_objectives_0, 85182
total_damage_taken_0, 94939
average_vision_score_0, 22
total_wards_placed_0, 49
average_creep_score_0, 90
average_champion_experience_0, 13063
dmg_carry_0, 76
obj_carry_0, 76
team_comp_0_champ_1, Draven
team_comp_0_champ_2, Nidalee
team_comp_0_champ_3, Rakan
team_comp_0_champ_4, Caitlyn
team_comp_0_champ_5, Sona
total_gold_earned_1, 48283
total_gold_spent_1, 43943
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 24
total_deaths_1, 44
total_damage_dealt_to_champions_1, 74254
total_damage_dealt_to_objectives_1, 19812
total_damage_taken_1, 122019
average_vision_score_1, 20
total_wards_placed_1, 44
average_creep_score_1, 104
average_champion_experience_1, 11731
dmg_carry_1, 238
obj_carry_1, 238
team_comp_1_champ_1, Darius
team_comp_1_champ_2, Graves
team_comp_1_champ_3, Zed
team_comp_1_champ_4, Ahri
team_comp_1_champ_5, Seraphine
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
