total_gold_earned_0, 54729
total_gold_spent_0, 45960
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 34
total_deaths_0, 15
total_damage_dealt_to_champions_0, 82934
total_damage_dealt_to_objectives_0, 66282
total_damage_taken_0, 86695
average_vision_score_0, 26
total_wards_placed_0, 53
average_creep_score_0, 96
average_champion_experience_0, 11871
dmg_carry_0, 429
obj_carry_0, 429
team_comp_0_champ_1, Fiora
team_comp_0_champ_2, Lillia
team_comp_0_champ_3, Caitlyn
team_comp_0_champ_4, Kalista
team_comp_0_champ_5, Senna
total_gold_earned_1, 38375
total_gold_spent_1, 36138
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 15
total_deaths_1, 34
total_damage_dealt_to_champions_1, 54675
total_damage_dealt_to_objectives_1, 23396
total_damage_taken_1, 95232
average_vision_score_1, 19
total_wards_placed_1, 41
average_creep_score_1, 87
average_champion_experience_1, 8698
dmg_carry_1, 131
obj_carry_1, 131
team_comp_1_champ_1, Vayne
team_comp_1_champ_2, Diana
team_comp_1_champ_3, Yasuo
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Alistar
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
