total_gold_earned_0, 32426
total_gold_spent_0, 30120
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 6
total_deaths_0, 15
total_damage_dealt_to_champions_0, 44852
total_damage_dealt_to_objectives_0, 13210
total_damage_taken_0, 61888
average_vision_score_0, 22
total_wards_placed_0, 44
average_creep_score_0, 92
average_champion_experience_0, 8054
dmg_carry_0, 221
obj_carry_0, 221
team_comp_0_champ_1, Senna
team_comp_0_champ_2, Graves
team_comp_0_champ_3, Vex
team_comp_0_champ_4, Zeri
team_comp_0_champ_5, Nami
total_gold_earned_1, 43134
total_gold_spent_1, 33535
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 2
total_kills_1, 15
total_deaths_1, 6
total_damage_dealt_to_champions_1, 44067
total_damage_dealt_to_objectives_1, 63595
total_damage_taken_1, 68390
average_vision_score_1, 12
total_wards_placed_1, 33
average_creep_score_1, 95
average_champion_experience_1, 10330
dmg_carry_1, 115
obj_carry_1, 115
team_comp_1_champ_1, Tryndamere
team_comp_1_champ_2, Belveth
team_comp_1_champ_3, Ziggs
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Soraka
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
