total_gold_earned_0, 47076
total_gold_spent_0, 40810
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 1
total_kills_0, 29
total_deaths_0, 11
total_damage_dealt_to_champions_0, 66711
total_damage_dealt_to_objectives_0, 57426
total_damage_taken_0, 72809
average_vision_score_0, 14
total_wards_placed_0, 28
average_creep_score_0, 89
average_champion_experience_0, 9926
dmg_carry_0, 105
obj_carry_0, 105
team_comp_0_champ_1, Nasus
team_comp_0_champ_2, Kindred
team_comp_0_champ_3, Fizz
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Maokai
total_gold_earned_1, 34116
total_gold_spent_1, 32213
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 11
total_deaths_1, 29
total_damage_dealt_to_champions_1, 46019
total_damage_dealt_to_objectives_1, 22253
total_damage_taken_1, 86246
average_vision_score_1, 16
total_wards_placed_1, 33
average_creep_score_1, 71
average_champion_experience_1, 7661
dmg_carry_1, 145
obj_carry_1, 145
team_comp_1_champ_1, Taric
team_comp_1_champ_2, Viego
team_comp_1_champ_3, Kaisa
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Ashe
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
