total_gold_earned_0, 59112
total_gold_spent_0, 53600
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 43
total_deaths_0, 27
total_damage_dealt_to_champions_0, 96241
total_damage_dealt_to_objectives_0, 78063
total_damage_taken_0, 108785
average_vision_score_0, 17
total_wards_placed_0, 41
average_creep_score_0, 107
average_champion_experience_0, 13236
dmg_carry_0, 360
obj_carry_0, 360
team_comp_0_champ_1, Gwen
team_comp_0_champ_2, Trundle
team_comp_0_champ_3, Pantheon
team_comp_0_champ_4, Samira
team_comp_0_champ_5, Zyra
total_gold_earned_1, 51096
total_gold_spent_1, 46675
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 27
total_deaths_1, 43
total_damage_dealt_to_champions_1, 74241
total_damage_dealt_to_objectives_1, 33249
total_damage_taken_1, 112195
average_vision_score_1, 11
total_wards_placed_1, 30
average_creep_score_1, 93
average_champion_experience_1, 10725
dmg_carry_1, 102
obj_carry_1, 102
team_comp_1_champ_1, Garen
team_comp_1_champ_2, Graves
team_comp_1_champ_3, Shyvana
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Pyke
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
