total_gold_earned_0, 38010
total_gold_spent_0, 32193
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 28
total_deaths_0, 6
total_damage_dealt_to_champions_0, 39622
total_damage_dealt_to_objectives_0, 38626
total_damage_taken_0, 40775
average_vision_score_0, 11
total_wards_placed_0, 32
average_creep_score_0, 60
average_champion_experience_0, 7768
dmg_carry_0, 122
obj_carry_0, 122
team_comp_0_champ_1, Darius
team_comp_0_champ_2, Ekko
team_comp_0_champ_3, Lux
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Morgana
total_gold_earned_1, 24664
total_gold_spent_1, 20635
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 5
total_deaths_1, 28
total_damage_dealt_to_champions_1, 24432
total_damage_dealt_to_objectives_1, 3430
total_damage_taken_1, 53797
average_vision_score_1, 10
total_wards_placed_1, 22
average_creep_score_1, 59
average_champion_experience_1, 5962
dmg_carry_1, 21
obj_carry_1, 21
team_comp_1_champ_1, Vayne
team_comp_1_champ_2, MasterYi
team_comp_1_champ_3, Yone
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
