total_gold_earned_0, 80606
total_gold_spent_0, 69950
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 2
total_kills_0, 50
total_deaths_0, 41
total_damage_dealt_to_champions_0, 164133
total_damage_dealt_to_objectives_0, 73267
total_damage_taken_0, 212684
average_vision_score_0, 36
total_wards_placed_0, 67
average_creep_score_0, 159
average_champion_experience_0, 20337
dmg_carry_0, 268
obj_carry_0, 268
team_comp_0_champ_1, Illaoi
team_comp_0_champ_2, Warwick
team_comp_0_champ_3, Azir
team_comp_0_champ_4, Ashe
team_comp_0_champ_5, Nautilus
total_gold_earned_1, 78322
total_gold_spent_1, 71280
total_baron_kills_1, 1
total_dragon_kills_1, 1
total_inhibitor_kils_1, 1
total_kills_1, 41
total_deaths_1, 50
total_damage_dealt_to_champions_1, 178398
total_damage_dealt_to_objectives_1, 59141
total_damage_taken_1, 194690
average_vision_score_1, 39
total_wards_placed_1, 83
average_creep_score_1, 140
average_champion_experience_1, 18598
dmg_carry_1, 63
obj_carry_1, 63
team_comp_1_champ_1, Gangplank
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Yone
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Brand
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 0
