total_gold_earned_0, 35091
total_gold_spent_0, 33050
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 11
total_deaths_0, 27
total_damage_dealt_to_champions_0, 31828
total_damage_dealt_to_objectives_0, 10520
total_damage_taken_0, 68606
average_vision_score_0, 15
total_wards_placed_0, 34
average_creep_score_0, 83
average_champion_experience_0, 8343
dmg_carry_0, 18
obj_carry_0, 18
team_comp_0_champ_1, Zed
team_comp_0_champ_2, Poppy
team_comp_0_champ_3, Tristana
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Nautilus
total_gold_earned_1, 51157
total_gold_spent_1, 41893
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 27
total_deaths_1, 11
total_damage_dealt_to_champions_1, 53806
total_damage_dealt_to_objectives_1, 89101
total_damage_taken_1, 52669
average_vision_score_1, 25
total_wards_placed_1, 44
average_creep_score_1, 101
average_champion_experience_1, 11033
dmg_carry_1, 68
obj_carry_1, 68
team_comp_1_champ_1, DrMundo
team_comp_1_champ_2, Vi
team_comp_1_champ_3, Rumble
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
